,manager_name,company_name,male_score,female_score,photo_urls
22,赵健,华泰保兴基金管理有限公司,53.695,56.491,https://human.amac.org.cn/gs/photo/147643005605814764300560580.jpg
23,丁鹏飞,国联基金管理有限公司,65.523,63.463,https://human.amac.org.cn/gs/photo/2006281237545635.jpg
24,冯焕,东方基金管理股份有限公司,77.954,81.913,https://human.amac.org.cn/gs/photo/2306300935262069.jpg
25,宝音,西藏东财基金管理有限公司,61.9,62.894,https://human.amac.org.cn/gs/photo/2410210905381249.jpg
26,武磊,富国基金管理有限公司,62.387,64.833,https://human.amac.org.cn/gs/photo/148291019079614829101907960.jpg
27,邵炜,东海基金管理有限责任公司,58.711,60.976,https://human.amac.org.cn/gs/photo/153811165198715381116519870.JPG
28,张韵,招商基金管理有限公司,60.364,59.221,https://human.amac.org.cn/gs/photo/144005997266714400599726670.jpg
29,于跃,中加基金管理有限公司,69.955,69.782,https://human.amac.org.cn/gs/photo/153614173590815361417359080.jpg
30,吴婷,国金基金管理有限公司,72.026,73.985,https://human.amac.org.cn/gs/photo/2208081411347410.jpg
31,陈倩,富国基金管理有限公司,59.681,60.074,https://human.amac.org.cn/gs/photo/2307101540329439.jpg
32,左金保,长信基金管理有限责任公司,62.87,65.345,https://human.amac.org.cn/gs/photo/143442263013614344226301360.jpg
33,萧嘉倩,鹏华基金管理有限公司,78.157,80.984,https://human.amac.org.cn/gs/photo/2401121130006719.jpeg
34,祁庆,浦银安盛基金管理有限公司,77.217,82.077,https://human.amac.org.cn/gs/photo/2311030917237917.jpg
35,王毕功,格林基金管理有限公司,77.45,83.247,https://human.amac.org.cn/gs/photo/2308171003374866.jpeg
36,刘宇涛,鑫元基金管理有限公司,58.407,57.948,https://human.amac.org.cn/gs/photo/144524431610114452443161010.jpg
37,寸思敏,创金合信基金管理有限公司,80.637,84.955,https://human.amac.org.cn/gs/photo/2208161459076880.jpg
38,吴玮,永赢基金管理有限公司,69.694,69.742,https://human.amac.org.cn/gs/photo/156326751630715632675163070.jpg
39,王灏,宝盈基金管理有限公司,72.741,74.17,https://human.amac.org.cn/gs/photo/149978614730514997861473050.jpg
40,翟秀华,兴证全球基金管理有限公司,64.701,69.137,https://human.amac.org.cn/gs/photo/145646737435814564673743580.jpg
41,沈致远,南华基金管理有限公司,77.217,79.339,https://human.amac.org.cn/gs/photo/2107281422557405.jpg
42,池陈森,安信基金管理有限责任公司,66.852,69.263,https://human.amac.org.cn/gs/photo/156949934790915694993479090.jpg
43,周天,兴华基金管理有限公司,56.125,60.622,https://human.amac.org.cn/gs/photo/148110062042214811006204220.jpg
44,梁策,红土创新基金管理有限公司,69.902,67.869,https://human.amac.org.cn/gs/photo/153968072197915396807219790.jpg
45,索隽石,格林基金管理有限公司,70.702,71.447,https://human.amac.org.cn/gs/photo/2311211143211408.jpg
46,张昌平,西部利得基金管理有限公司,61.457,65.65,https://human.amac.org.cn/gs/photo/2010121159542231.jpg
47,祝昱丰,长信基金管理有限责任公司,76.005,77.378,https://human.amac.org.cn/gs/photo/144176213643614417621364360.jpg
48,孙蓓琳,银华基金管理股份有限公司,45.157,48.252,https://human.amac.org.cn/gs/photo/143519926850014351992685000.jpg
49,陶棣溦,嘉合基金管理有限公司,68.448,69.952,https://human.amac.org.cn/gs/photo/155367104884615536710488460.jpg
50,张萍,银华基金管理股份有限公司,68.001,70.952,https://human.amac.org.cn/gs/photo/143988036004914398803600490.jpg
51,梁跃军,朱雀基金管理有限公司,61.282,60.753,https://human.amac.org.cn/gs/photo/149239196025414923919602540.jpg
52,周颖恺,诺安基金管理有限公司,79.869,82.028,https://human.amac.org.cn/gs/photo/2208111914063197.png
53,朱金钰,建信基金管理有限责任公司,50.682,50.281,https://human.amac.org.cn/gs/photo/144791929891814479192989180.jpg
54,时慕蓉,融通基金管理有限公司,70.524,73.169,https://human.amac.org.cn/gs/photo/2112011702228600.jpg
55,党伟,圆信永丰基金管理有限公司,55.531,52.723,https://human.amac.org.cn/gs/photo/146833009547914683300954790.jpg
56,陈文,淳厚基金管理有限公司,67.382,64.139,https://human.amac.org.cn/gs/photo/158147425887615814742588760.jpg
57,朱赟,海富通基金管理有限公司,47.715,49.323,https://human.amac.org.cn/gs/photo/143098369059815068.jpg
58,忻佳华,摩根基金管理（中国）有限公司,60.054,60.519,https://human.amac.org.cn/gs/photo/159240470164415924047016440.jpg
59,郑源,诺德基金管理有限公司,66.509,66.638,https://human.amac.org.cn/gs/photo/148980479420314898047942030.JPG
60,王鹏,国投瑞银基金管理有限公司,64.221,67.63,https://human.amac.org.cn/gs/photo/143262553580414326255358040.jpg
61,潘昱杉,天弘基金管理有限公司,76.849,79.038,https://human.amac.org.cn/gs/photo/148273480561214827348056120.jpg
62,杨喆,广发基金管理有限公司,65.473,65.658,https://human.amac.org.cn/gs/photo/148222652420414822265242040.jpg
63,易智泉,富国基金管理有限公司,57.974,60.619,https://human.amac.org.cn/gs/photo/144903532978814490353297880.jpg
64,王丹,嘉实基金管理有限公司,70.395,67.351,https://human.amac.org.cn/gs/photo/145083960968414508396096840.JPG
65,孙轶佳,华夏基金管理有限公司,50.314,51.142,https://human.amac.org.cn/gs/photo/143746360473814374636047380.jpg
66,IKEDA KAE,浦银安盛基金管理有限公司,44.739,42.552,https://human.amac.org.cn/gs/photo/147928253574114792825357410.jpg
67,霍顺朝,国联基金管理有限公司,76.999,72.323,https://human.amac.org.cn/gs/photo/156024388450415602438845040.jpg
68,牟琼屿,永赢基金管理有限公司,71.681,71.929,https://human.amac.org.cn/gs/photo/151928947255515192894725550.jpg
69,乐无穹,汇添富基金管理股份有限公司,77.384,78.08,https://human.amac.org.cn/gs/photo/158554769258215855476925820.jpg
70,王鑫,创金合信基金管理有限公司,56.285,57.426,https://human.amac.org.cn/gs/photo/14309830321091906.jpg
71,何晶,银河基金管理有限公司,62.925,63.124,https://human.amac.org.cn/gs/photo/143269624090914326962409090.jpg
72,饶晓鹏,华安基金管理有限公司,55.003,56.288,https://human.amac.org.cn/gs/photo/143669340090514366934009050.jpg
73,于涛,国金基金管理有限公司,56.132,53.492,https://human.amac.org.cn/gs/photo/150399791155915039979115590.jpg
74,赵隆隆,摩根基金管理（中国）有限公司,55.11,56.105,https://human.amac.org.cn/gs/photo/146471063371114647106337110.jpg
75,周文群,富达基金管理（中国）有限公司,59.693,59.518,https://human.amac.org.cn/gs/photo/2212151753203234.png
76,王乾,永赢基金管理有限公司,72.58,75.747,https://human.amac.org.cn/gs/photo/2304131902372981.jpg
77,靖博灵,华夏基金管理有限公司,78.418,80.791,https://human.amac.org.cn/gs/photo/147058428179414705842817940.jpg
78,张元,富国基金管理有限公司,72.034,69.848,https://human.amac.org.cn/gs/photo/2104231716436444.png
79,夏寅,鹏华基金管理有限公司,61.091,63.503,https://human.amac.org.cn/gs/photo/14309830688662669.jpg
80,李沐阳,华泰柏瑞基金管理有限公司,79.017,81.201,https://human.amac.org.cn/gs/photo/150839158073215083915807320.jpg
81,李黄海,富荣基金管理有限公司,58.228,62.293,https://human.amac.org.cn/gs/photo/144435138433614443513843360.JPG
82,苏利华,金元顺安基金管理有限公司,46.447,45.506,https://human.amac.org.cn/gs/photo/148091688647914809168864790.JPG
83,曲少杰,长城基金管理有限公司,67.87,71.723,https://human.amac.org.cn/gs/photo/149688828660514968882866050.jpg
84,魏鑫,易米基金管理有限公司,65.501,67.558,https://human.amac.org.cn/gs/photo/2009142100209510.jpg
85,俞瑾,浦银安盛基金管理有限公司,66.254,68.178,https://human.amac.org.cn/gs/photo/154140721461315414072146130.JPG
86,赖中立,汇添富基金管理股份有限公司,65.722,67.852,https://human.amac.org.cn/gs/photo/143098359824213061.jpg
87,张凯,银华基金管理股份有限公司,60.649,67.367,https://human.amac.org.cn/gs/photo/143098357553912578.jpg
88,侯昊,招商基金管理有限公司,48.525,53.969,https://human.amac.org.cn/gs/photo/14309833689158482.jpg
89,黎志军,安信基金管理有限责任公司,66.958,70.653,https://human.amac.org.cn/gs/photo/150486075451015048607545100.JPG
90,王建华,信达澳亚基金管理有限公司,61.041,61.575,https://human.amac.org.cn/gs/photo/2103041025033707.png
91,林汉耀,前海开源基金管理有限公司,75.341,76.816,https://human.amac.org.cn/gs/photo/143461877952814346187795280.JPG
92,董瑾,汇添富基金管理股份有限公司,71.258,74.716,https://human.amac.org.cn/gs/photo/14309831039653352.jpg
93,左勇,嘉实基金管理有限公司,60.779,63.506,https://human.amac.org.cn/gs/photo/157211005726615721100572660.jpg
94,龚美若,银华基金管理股份有限公司,74.259,73.915,https://human.amac.org.cn/gs/photo/155767038582115576703858210.jpg
95,王栩,汇添富基金管理股份有限公司,66.157,61.214,https://human.amac.org.cn/gs/photo/143098357945712655.jpg
96,赵恒毅,富安达基金管理有限公司,71.635,75.307,https://human.amac.org.cn/gs/photo/2310181353423306.jpg
97,吴翠,嘉实基金管理有限公司,56.082,59.236,https://human.amac.org.cn/gs/photo/2204281552162325.jpg
98,甘传琦,国联基金管理有限公司,74.272,77.358,https://human.amac.org.cn/gs/photo/14309831318903889.jpg
99,李欣,华安基金管理有限公司,61.804,65.729,https://human.amac.org.cn/gs/photo/143225791132514322579113250.jpg
100,朱恒红,南方基金管理股份有限公司,56.218,66.634,https://human.amac.org.cn/gs/photo/147385176447014738517644700.jpg
101,王晓李,华夏基金管理有限公司,56.129,60.37,https://human.amac.org.cn/gs/photo/143744055958514374405595850.jpg
102,刘润哲,创金合信基金管理有限公司,79.521,83.152,https://human.amac.org.cn/gs/photo/2207291530440975.jpg
103,黄伟轩,同泰基金管理有限公司,69.53,71.988,https://human.amac.org.cn/gs/photo/150234552424315023455242430.jpg
104,张凯,中航基金管理有限公司,73.829,78.351,https://human.amac.org.cn/gs/photo/2210200928490517.png
105,李国林,嘉合基金管理有限公司,48.999,53.496,https://human.amac.org.cn/gs/photo/143641865092214364186509220.jpg
106,郑科,鹏华基金管理有限公司,68.04,68.351,https://human.amac.org.cn/gs/photo/155564067104715556406710470.jpg
107,王景,招商基金管理有限公司,55.161,52.337,https://human.amac.org.cn/gs/photo/143098366463814482.jpg
108,曹晋,富国基金管理有限公司,62.366,60.803,https://human.amac.org.cn/gs/photo/14309834135779343.jpg
109,崔志鹏,华商基金管理有限公司,69.038,69.45,https://human.amac.org.cn/gs/photo/149983867063114998386706310.jpg
110,汪雨晨,汇泉基金管理有限公司,73.577,81.738,https://human.amac.org.cn/gs/photo/2107291517327513.jpg
111,蔡强,南方基金管理股份有限公司,68.75,66.279,https://human.amac.org.cn/gs/photo/154097957186515409795718660.jpg
112,李韵怡,鹏华基金管理有限公司,60.812,63.975,https://human.amac.org.cn/gs/photo/143513980272614351398027260.jpg
113,陈俊华,交银施罗德基金管理有限公司,60.681,63.994,https://human.amac.org.cn/gs/photo/144314732365814431473236580.jpg
114,吕春杰,富国基金管理有限公司,75.211,78.257,https://human.amac.org.cn/gs/photo/2107141005300785.JPG
115,舒世茂,申万菱信基金管理有限公司,74.008,77.004,https://human.amac.org.cn/gs/photo/2111102045122593.jpg
116,陈舒薇,交银施罗德基金管理有限公司,68.144,68.813,https://human.amac.org.cn/gs/photo/157051279503915705127950390.JPG
117,李家辉,招商基金管理有限公司,76.777,77.149,https://human.amac.org.cn/gs/photo/150355894775915035589477590.jpg
118,邓子威,华夏基金管理有限公司,54.466,57.51,https://human.amac.org.cn/gs/photo/143098356563812374.jpg
119,邵卓,建信基金管理有限责任公司,55.578,58.423,https://human.amac.org.cn/gs/photo/143411901400514341190140050.jpg
120,王斌,华安基金管理有限公司,84.402,86.587,https://human.amac.org.cn/gs/photo/153736653127215373665312720.jpg
121,林巧亮,前海开源基金管理有限公司,78.794,78.294,https://human.amac.org.cn/gs/photo/2010151448539108.jpg
122,马翔,汇添富基金管理股份有限公司,52.825,48.631,https://human.amac.org.cn/gs/photo/143271063783714327106378370.jpg
123,谢添元,鹏华基金管理有限公司,81.846,80.471,https://human.amac.org.cn/gs/photo/156505428570115650542857010.jpg
124,张晓龙,宏利基金管理有限公司,58.655,56.549,https://human.amac.org.cn/gs/photo/147762235560614776223556060.jpg
125,马佳,弘毅远方基金管理有限公司,64.486,63.621,https://human.amac.org.cn/gs/photo/153077814198815307781419880.jpg
126,蓝小康,中欧基金管理有限公司,53.93,55.274,https://human.amac.org.cn/gs/photo/149190072429514919007242950.jpg
127,王振林,格林基金管理有限公司,86.195,87.642,https://human.amac.org.cn/gs/photo/2106291528483278.jpg
128,姚晨曦,中海基金管理有限公司,65.034,65.471,https://human.amac.org.cn/gs/photo/143511270878614351127087860.jpg
129,于渤洋,博时基金管理有限公司,71.797,73.074,https://human.amac.org.cn/gs/photo/148955509635814895550963580.jpg
130,张希晨,万家基金管理有限公司,78.472,80.279,https://human.amac.org.cn/gs/photo/159099995243215909999524320.jpg
131,李海,国泰基金管理有限公司,75.704,73.383,https://human.amac.org.cn/gs/photo/146253171792514625317179250.jpg
132,姚炜,中海基金管理有限公司,64.838,63.852,https://human.amac.org.cn/gs/photo/151003300669115100330066910.jpg
133,韩飞,平安基金管理有限公司,67.205,67.536,https://human.amac.org.cn/gs/photo/2104271030521155.jpg
134,姚飞军,招商基金管理有限公司,73.886,76.387,https://human.amac.org.cn/gs/photo/143098354447711950.jpg
135,姜承操,交银施罗德基金管理有限公司,63.353,69.296,https://human.amac.org.cn/gs/photo/148963143360314896314336030.jpg
136,曾辉,国泰基金管理有限公司,58.662,62.008,https://human.amac.org.cn/gs/photo/2309261018499145.jpg
137,崔蕾,南方基金管理股份有限公司,50.395,60.123,https://human.amac.org.cn/gs/photo/143919944136414391994413640.jpg
138,郑少波,南方基金管理股份有限公司,68.528,72.096,https://human.amac.org.cn/gs/photo/146586698460914658669846090.JPG
139,李炳智,前海开源基金管理有限公司,68.902,68.647,https://human.amac.org.cn/gs/photo/146837602756114683760275610.jpg
140,王祥,博时基金管理有限公司,66.636,69.462,https://human.amac.org.cn/gs/photo/145187801348414518780134840.jpg
141,房雷,光大保德信基金管理有限公司,61.304,61.217,https://human.amac.org.cn/gs/photo/148063938664814806393866480.JPG
142,林梦,工银瑞信基金管理有限公司,70.898,75.007,https://human.amac.org.cn/gs/photo/143098351712511409.jpg
143,邹卫,金鹰基金管理有限公司,63.906,64.426,https://human.amac.org.cn/gs/photo/143098388922719320.jpg
144,郑伟山,华安基金管理有限公司,67.511,70.613,https://human.amac.org.cn/gs/photo/2203071354556499.jpg
145,康晶,招商基金管理有限公司,54.803,54.713,https://human.amac.org.cn/gs/photo/14309830338671946.jpg
146,崔书田,光大保德信基金管理有限公司,80.977,84.453,https://human.amac.org.cn/gs/photo/143601460865714360146086570.JPG
147,张鹏,鹏华基金管理有限公司,67.202,69.056,https://human.amac.org.cn/gs/photo/143098387233518980.jpg
148,周紫光,中信建投基金管理有限公司,59.441,60.171,https://human.amac.org.cn/gs/photo/147636796986414763679698640.jpg
149,金猛,嘉实基金管理有限公司,59.651,57.79,https://human.amac.org.cn/gs/photo/2209131827453950.jpg
150,王博强,泰信基金管理有限公司,66.12,67.778,https://human.amac.org.cn/gs/photo/143381750843314338175084330.JPG
151,黄琬舒,安信基金管理有限责任公司,61.764,63.158,https://human.amac.org.cn/gs/photo/143945351709414394535170940.jpg
152,鲁亚运,华夏基金管理有限公司,71.013,73.838,https://human.amac.org.cn/gs/photo/14309833429377987.jpg
153,何移直,华安基金管理有限公司,55.643,57.393,https://human.amac.org.cn/gs/photo/149025603007814902560300780.jpg
154,李程,永赢基金管理有限公司,62.061,63.111,https://human.amac.org.cn/gs/photo/146286118998114628611899810.jpg
155,董辰,华泰柏瑞基金管理有限公司,67.433,71.973,https://human.amac.org.cn/gs/photo/158691351452315869135145230.jpg
156,曾省强,国金基金管理有限公司,66.962,70.521,https://human.amac.org.cn/gs/photo/146960349763614696034976360.jpg
